Gene,Gene name,tau,max_nTPM
ENSG00000141371,CHCT1,0.9993476531424025,125.7
ENSG00000274274,GAGE13,0.9993436293436294,51.8
ENSG00000183638,RP1L1,0.9993170731707317,41.0
ENSG00000161850,KRT82,0.9993162393162394,11.7
ENSG00000170848,PSG6,0.9993147751605995,46.7
ENSG00000158485,CD1B,0.9993132872815929,492.2
ENSG00000118271,TTR,0.9993130752284928,672504.5
ENSG00000145863,GABRA6,0.9993110871905273,185.8
ENSG00000164821,DEFA4,0.9993099116781159,2547.5
ENSG00000258713,C20orf141,0.9993070104754231,124.1
ENSG00000185056,C5orf47,0.9993069306930693,20.2
ENSG00000178021,TSPYL6,0.9993034825870646,20.1
ENSG00000215182,MUC5AC,0.9993020594965675,174.8
ENSG00000010438,PRSS3,0.9992979418201157,29336.6
ENSG00000203859,HSD3B2,0.9992925739279263,2103.4
ENSG00000161973,CCDC42,0.9992904656319291,90.2
ENSG00000168634,WFDC13,0.9992899408284024,84.5
ENSG00000112706,IMPG1,0.9992821503299533,621.3
ENSG00000198326,TMEM239,0.9992777777777778,36.0
ENSG00000152670,DDX4,0.9992703862660944,139.8
ENSG00000131183,SLC34A1,0.9992699724517905,145.2
ENSG00000186860,KRTAP17-1,0.999269406392694,21.9
ENSG00000118194,TNNT2,0.9992661390991653,8731.9
ENSG00000163467,TSACC,0.9992652411282986,879.2
ENSG00000099399,MAGEB2,0.999264705882353,27.2
ENSG00000136881,BAAT,0.9992646404744255,674.5
ENSG00000163825,RTP3,0.9992612612612612,111.0
ENSG00000184507,NUTM1,0.9992592592592593,18.9
ENSG00000189186,DCAF8L2,0.999247311827957,18.6
ENSG00000187733,AMY1C,0.9992439086294415,7880.0
ENSG00000172867,KRT2,0.9992320043420249,4421.9
ENSG00000174450,GOLGA6L2,0.9992307692307691,46.8
ENSG00000187581,COX8C,0.999221140472879,71.9
ENSG00000240038,AMY2B,0.9992201545879673,33016.8
ENSG00000168594,ADAM29,0.99921875,38.4
ENSG00000112041,TULP1,0.9992177045805455,194.3
ENSG00000203933,CXorf66,0.9992125984251969,12.7
ENSG00000186452,TMPRSS12,0.9992079207920793,20.2
ENSG00000182591,KRTAP11-1,0.9991991457554725,187.3
ENSG00000155622,XAGE2,0.999198717948718,187.2
ENSG00000196415,PRTN3,0.9991981799797776,1978.0
ENSG00000162771,GARIN4,0.9991957104557642,74.6
ENSG00000161031,PGLYRP2,0.9991725279271823,241.7
ENSG00000101425,BPI,0.9991720059142435,1420.3
ENSG00000070915,SLC12A3,0.999171974522293,94.2
ENSG00000096088,PGC,0.9991682730212318,57583.8
ENSG00000092345,DAZL,0.9991677852348992,74.5
ENSG00000177938,CAPZA3,0.9991576550939101,175.7
ENSG00000100253,MIOX,0.9991527756537698,653.9
ENSG00000205301,MGAT4D,0.9991509433962265,21.2
ENSG00000198099,ADH4,0.9991461616727922,4815.9
ENSG00000186226,LCE1E,0.9991349480968857,57.8
ENSG00000187166,H1-7,0.999134199134199,207.9
ENSG00000198336,MYL4,0.9991295436137329,6049.7
ENSG00000204019,CT83,0.9991238670694864,66.2
ENSG00000078898,BPIFB2,0.9991186440677966,2419.0
ENSG00000145309,CABS1,0.9991167811579981,101.9
ENSG00000147378,FATE1,0.9991139784946236,232.5
ENSG00000124812,CRISP1,0.9991130551816957,1486.0
ENSG00000112499,SLC22A2,0.999108635097493,143.6
ENSG00000106328,FSCN3,0.9991013584117033,95.7
ENSG00000221852,KRTAP1-5,0.9991011235955056,71.2
ENSG00000139351,SYCP3,0.9990967741935484,77.5
ENSG00000186075,ZPBP2,0.9990796857463523,89.1
ENSG00000170231,FABP6,0.9990775002931176,4264.5
ENSG00000268994,FAM236B,0.9990702479338843,96.8
ENSG00000196900,TEX43,0.9990654205607477,21.4
ENSG00000042813,ZPBP,0.9990575916230366,133.7
ENSG00000164707,SLC13A4,0.9990566166906278,1460.7
ENSG00000275722,LYZL6,0.9990454545454546,44.0
ENSG00000274749,KRTAP7-1,0.9990308370044053,22.7
ENSG00000157093,LYZL4,0.999030303030303,49.5
ENSG00000135443,KRT85,0.9990290037831022,158.6
ENSG00000186977,KRTAP19-5,0.9990259740259739,30.8
ENSG00000229894,GK3P,0.9990243902439024,12.3
ENSG00000197079,KRT35,0.9990235081374322,55.3
ENSG00000189037,DUSP21,0.9990196078431373,10.2
ENSG00000145826,LECT2,0.9990166142792996,445.4
ENSG00000162592,CCDC27,0.9990123456790124,16.2
ENSG00000180432,CYP8B1,0.9990058170280275,378.2
ENSG00000197616,MYH6,0.9990025617717544,4840.4
ENSG00000168878,SFTPB,0.9990003570153517,3361.2
ENSG00000196570,PFN3,0.9990000000000001,24.0
ENSG00000139547,RDH16,0.9989981538461538,812.5
ENSG00000169397,RNASE3,0.9989934609995329,856.4
ENSG00000151962,RBM46,0.9989922480620155,25.8
ENSG00000166796,LDHC,0.9989830508474575,247.8
ENSG00000107187,LHX3,0.9989816700610997,49.1
ENSG00000172497,ACOT12,0.9989798087141339,94.1
ENSG00000104901,DKKL1,0.9989781436275902,352.3
ENSG00000163554,SPTA1,0.9989635854341736,71.4
ENSG00000198650,TAT,0.9989548973409628,1188.4
ENSG00000231852,CYP21A2,0.9989495798319327,2046.8
ENSG00000196228,SULT1C3,0.9989426321709787,266.7
ENSG00000174990,CA5A,0.9989368770764119,30.1
ENSG00000081148,IMPG2,0.9989324849770237,282.9
ENSG00000172232,AZU1,0.9989320066334991,1507.5
ENSG00000261649,GOLGA6L7,0.9989312977099237,26.2
ENSG00000219435,CATSPERZ,0.9989311294765839,544.5
ENSG00000149507,OOSP2,0.9989285714285714,16.8
ENSG00000077498,TYR,0.9989261744966442,29.8
ENSG00000183640,KRTAP8-1,0.9989090909090911,60.5
ENSG00000189375,TBC1D28,0.9989071038251366,18.3
ENSG00000261341,ENSG00000261341,0.9988985005767013,346.8
ENSG00000131738,KRT33B,0.9988948787061993,74.2
ENSG00000070729,CNGB1,0.9988904847396768,557.0
ENSG00000167751,KLK2,0.9988847023360964,530.8
ENSG00000171478,SPACA5B,0.9988823529411764,34.0
ENSG00000148513,ANKRD30A,0.9988709677419355,62.0
ENSG00000204001,LCN8,0.9988650693568727,79.3
ENSG00000142025,DMRTC2,0.998857142857143,38.5
ENSG00000121351,IAPP,0.9988535031847134,157.0
ENSG00000184361,SPATA32,0.9988505747126437,43.5
ENSG00000134216,CHIA,0.9988463802236609,339.8
ENSG00000109758,HGFAC,0.9988372093023256,223.6
ENSG00000118113,MMP8,0.9988267566997255,473.9
ENSG00000181562,EDDM3A,0.9988178488178489,600.6
ENSG00000185527,PDE6G,0.9988175994959572,1904.6
ENSG00000130167,TSPAN16,0.9988112449799196,124.5
ENSG00000223609,HBD,0.9988111144852718,2634.4
ENSG00000171446,KRT27,0.9988036809815951,65.2
ENSG00000175018,TEX36,0.9987999999999999,25.0
ENSG00000118491,ZC2HC1B,0.9987919463087248,14.9
ENSG00000124469,CEACAM8,0.9987890625,204.8
ENSG00000115718,PROC,0.9987810306454376,584.1
ENSG00000169877,AHSP,0.9987793546744734,1571.3
ENSG00000257987,TEX49,0.9987755102040816,19.6
ENSG00000048545,GUCA1A,0.9987713310580203,703.2
ENSG00000148377,IDI2,0.9987691131498471,261.6
ENSG00000106304,SPAM1,0.9987654320987654,16.2
ENSG00000242550,SERPINB10,0.9987638668779715,63.1
ENSG00000203782,LORICRIN,0.9987536656891497,1773.2
ENSG00000132518,GUCY2D,0.9987381703470032,31.7
ENSG00000198443,KRTAP4-1,0.9987368421052633,19.0
ENSG00000165496,RPL10L,0.998711790393013,91.6
ENSG00000162344,FGF19,0.9987073608617593,222.8
ENSG00000271321,CTAGE6,0.9986956521739131,13.8
ENSG00000182676,PPP1R27,0.9986909027352966,1144.3
ENSG00000166349,RAG1,0.9986887921653973,367.6
ENSG00000140623,SEPTIN12,0.9986885245901638,103.7
ENSG00000139269,INHBE,0.9986726323639076,134.1
ENSG00000080511,RDH8,0.9986629001883238,106.2
ENSG00000039600,SOX30,0.9986614173228346,76.2
ENSG00000114124,GRK7,0.9986538461538461,10.4
ENSG00000198610,AKR1C4,0.9986394151872295,670.3
ENSG00000284931,ENSG00000284931,0.998634191762025,4081.1
ENSG00000100197,CYP2D6,0.9986276540652511,386.2
ENSG00000187223,LCE2D,0.9986151797603194,150.2
ENSG00000036828,CASR,0.9986094866796623,615.6
ENSG00000159455,LCE2B,0.9986073123081216,716.6
ENSG00000111215,PRR4,0.9986066047310485,6404.5
ENSG00000151704,KCNJ1,0.9985930735930735,184.8
ENSG00000178257,PRM3,0.9985856079404466,80.6
ENSG00000204897,KRT25,0.9985812807881773,101.5
ENSG00000115705,TPO,0.9985701931392331,1387.6
ENSG00000110245,APOC3,0.9985676294574237,28690.9
ENSG00000198854,C1orf68,0.9985613760750586,639.5
ENSG00000173464,RNASE11,0.9985601799775029,622.3
ENSG00000234906,APOC2,0.9985588873435326,8987.5
ENSG00000137948,BRDT,0.9985504885993486,122.8
ENSG00000014257,ACP3,0.9985470010265435,3409.5
ENSG00000142319,SLC6A3,0.9985360602798707,92.9
ENSG00000275520,FAM236A,0.99853591160221,144.8
ENSG00000236543,ENSG00000236543,0.9985185185185185,10.8
ENSG00000164438,TLX3,0.9984999999999999,24.0
ENSG00000173976,RAX2,0.9984974958263774,59.9
ENSG00000169154,GOT1L1,0.9984962406015039,13.3
ENSG00000125207,PIWIL1,0.9984962406015038,39.9
ENSG00000213934,HBG1,0.9984943755408133,346.7
ENSG00000186844,LCE1A,0.9984919588716058,379.3
ENSG00000155875,SAXO1,0.9984916201117318,35.8
ENSG00000197084,LCE1C,0.9984856982613572,534.9
ENSG00000151418,ATP6V1G3,0.9984756097560975,65.6
ENSG00000170180,GYPA,0.9984646739130434,147.2
ENSG00000185231,MC2R,0.9984584980237153,50.6
ENSG00000109072,VTN,0.9984545068027212,5644.8
ENSG00000169059,VCX3A,0.9984476534296028,55.4
ENSG00000184351,KRTAP19-1,0.998443113772455,16.7
ENSG00000212657,KRTAP16-1,0.9984415584415584,15.4
ENSG00000278570,NR2E3,0.9984413453650534,121.9
ENSG00000185294,SPPL2C,0.9984357541899442,35.8
ENSG00000104237,RP1,0.9984285061671996,218.9
ENSG00000100448,CTSG,0.9984107744107744,5049.0
ENSG00000170965,PLAC1,0.9983969465648856,26.2
ENSG00000140093,SERPINA10,0.9983937500000001,320.0
ENSG00000164265,SCGB3A2,0.9983880697050939,1193.6
ENSG00000270806,C17orf50,0.9983864118895966,94.2
ENSG00000240386,LCE1F,0.9983699870633893,154.6
ENSG00000189182,KRT77,0.9983511450381678,262.0
ENSG00000135248,GARIN1B,0.9983502824858757,88.5
ENSG00000139151,PLCZ1,0.9983458646616541,39.9
ENSG00000168267,PTF1A,0.9983451059535823,99.1
ENSG00000077800,FKBP6,0.9983396226415095,53.0
ENSG00000204538,PSORS1C2,0.9983386581469647,250.4
ENSG00000225805,DEFB131B,0.9983216783216783,57.2
ENSG00000143520,FLG2,0.9983216476774759,456.4
ENSG00000244057,LCE3C,0.9983185840707963,22.6
ENSG00000079557,AFM,0.9983155318202048,898.8
ENSG00000197408,CYP2B6,0.9983151382823872,549.6
ENSG00000196844,PATE2,0.9983066792097837,425.2
ENSG00000163958,ZDHHC19,0.9983050847457627,47.2
ENSG00000235942,LCE6A,0.9982953077916487,232.3
ENSG00000187180,LCE2C,0.9982769623484364,313.4
ENSG00000233056,ERVH48-1,0.9982765809589992,143.9
ENSG00000140675,SLC5A2,0.9982758620689655,52.2
ENSG00000132855,ANGPTL3,0.9982747704969926,631.8
ENSG00000145321,GC,0.9982729862729863,7722.0
ENSG00000170788,DYDC1,0.9982517482517482,114.4
ENSG00000160182,TFF1,0.9982481887918175,7508.8
ENSG00000176160,HSF5,0.9982456140350877,45.6
ENSG00000160870,CYP3A7,0.9982340574632095,285.4
ENSG00000184647,PRSS55,0.9982307692307691,26.0
ENSG00000263639,MSMB,0.9982276893611199,8771.6
ENSG00000185863,TMEM210,0.9982262996941895,32.7
ENSG00000196811,CHRNG,0.9982222222222222,31.5
ENSG00000166926,MS4A6E,0.9982198952879581,19.1
ENSG00000204025,TRPC5OS,0.9982178217821783,20.2
ENSG00000151790,TDO2,0.9982150101419878,739.5
ENSG00000188393,CLEC2A,0.9981952117863719,54.3
ENSG00000187173,LCE2A,0.9981899641577061,111.6
ENSG00000182583,VCX,0.9981879194630872,29.8
ENSG00000204583,LRCOL1,0.9981818181818183,47.3
ENSG00000165953,SERPINA12,0.9981796175260227,413.1
ENSG00000143954,REG3G,0.9981657971014493,3450.0
ENSG00000006047,YBX2,0.998158215010142,493.0
ENSG00000057593,F7,0.998149300155521,128.6
ENSG00000166220,TBATA,0.9981484570475396,119.9
ENSG00000151224,MAT1A,0.9981468836840015,1259.5
ENSG00000135226,UGT2B28,0.9981380417335473,186.9
ENSG00000198670,LPA,0.998133704735376,71.8
ENSG00000198812,LRRC10,0.9981283422459891,37.4
ENSG00000114487,MORC1,0.9981208053691275,14.9
ENSG00000172023,REG1B,0.9981179347690465,40073.0
ENSG00000173239,LIPM,0.9981132075471697,26.5
ENSG00000186652,PRG2,0.9981090317331166,2458.0
ENSG00000122194,PLG,0.9980923573301067,2479.5
ENSG00000197683,KRTAP26-1,0.9980790960451977,17.7
ENSG00000275152,CCL16,0.9980782918149466,112.4
ENSG00000107447,DNTT,0.9980678851174936,306.4
ENSG00000188050,RNF133,0.9980676328502415,41.4
ENSG00000124557,BTN1A1,0.9980536912751677,29.8
ENSG00000186451,SPATA12,0.9980373831775701,21.4
ENSG00000224107,ETDB,0.9980357142857141,11.2
ENSG00000180245,RRH,0.9980285714285715,70.0
ENSG00000158488,CD1E,0.9980075943712308,895.4
ENSG00000150201,FXYD4,0.9979993353273514,300.9
ENSG00000196734,LCE1B,0.9979964221824688,167.7
ENSG00000085465,OVGP1,0.9979935407802326,1950.7
ENSG00000112077,RHAG,0.99797513321492,112.6
ENSG00000138109,CYP2C9,0.9979746205523762,1607.6
ENSG00000149742,SLC22A9,0.9979676674364896,43.3
ENSG00000100593,ISM2,0.9979661016949153,200.6
ENSG00000141255,SPATA22,0.9979534883720931,215.0
ENSG00000204165,CXorf65,0.9979527559055118,25.4
ENSG00000139209,SLC38A4,0.9979519551113449,570.3
ENSG00000102195,GPR50,0.997948717948718,15.6
ENSG00000186150,UBL4B,0.9979462571976967,104.2
ENSG00000152430,BOLL,0.9979431072210067,45.7
ENSG00000236362,GAGE12F,0.997929648241206,99.5
ENSG00000105198,LGALS13,0.9979245283018868,10.6
ENSG00000205186,FABP9,0.9979104477611941,33.5
ENSG00000010318,PHF7,0.9979094865100088,1149.0
ENSG00000169906,S100G,0.997900848593122,223.9
ENSG00000159516,SPRR2G,0.9978983634797587,928.8
ENSG00000139648,KRT71,0.9978901098901098,91.0
ENSG00000103310,ZP2,0.9978857142857143,35.0
ENSG00000213927,CCL27,0.9978799824791938,456.6
ENSG00000104941,RSPH6A,0.9978798586572438,28.3
ENSG00000206177,HBM,0.9978784377166628,432.7
ENSG00000214711,CAPN14,0.9978754997144488,175.1
ENSG00000164266,SPINK1,0.997866253575024,49964.7
ENSG00000125492,BARHL1,0.9978658536585365,32.8
ENSG00000171989,LDHAL6B,0.9978421052631581,38.0
ENSG00000203783,PRR9,0.9978228782287824,54.2
ENSG00000227868,TEX46,0.9978119658119659,58.5
ENSG00000101306,MYLK2,0.9978049846961085,686.1
ENSG00000275158,TRBV12-5,0.9978026905829596,44.6
ENSG00000244588,RAD21L1,0.9978,10.0
ENSG00000169575,VPREB1,0.9977935943060499,28.1
ENSG00000161944,ASGR2,0.9977924865831842,559.0
ENSG00000134339,SAA2,0.9977741643154167,31118.2
ENSG00000186367,MINAR2,0.9977575757575758,33.0
ENSG00000106327,TFR2,0.9977543859649123,313.5
ENSG00000203756,TMEM244,0.9977441077441077,59.4
ENSG00000129988,LBP,0.997739077761793,1320.7
ENSG00000171053,PATE1,0.9977373462563057,1764.3
ENSG00000138136,LBX1,0.9977215189873418,23.7
ENSG00000178586,OR6B3,0.997720207253886,19.3
ENSG00000113073,SLC4A9,0.9977173913043478,36.8
ENSG00000137204,SLC22A7,0.9977152396851895,419.3
ENSG00000278139,P3R3URF-PIK3R3,0.9977114427860697,20.1
ENSG00000169385,RNASE2,0.9977037404012882,1614.8
ENSG00000123838,C4BPA,0.997693637428205,1793.3
ENSG00000215269,GAGE12G,0.9976856649395509,57.9
ENSG00000169194,IL13,0.9976824034334766,23.3
ENSG00000178093,TSSK6,0.9976818622696412,206.2
ENSG00000169953,HSFY2,0.9976649746192894,19.7
ENSG00000239605,STPG4,0.9976642335766422,13.7
ENSG00000143631,FLG,0.997660656495608,432.6
ENSG00000204382,XAGE1B,0.9976337115072934,61.7
ENSG00000111713,GYS2,0.9976123076923078,162.5
ENSG00000185640,KRT79,0.9976119402985075,67.0
ENSG00000165131,LLCFC1,0.9976065573770492,61.0
ENSG00000111700,SLCO1B3,0.9975857892612031,247.7
ENSG00000179270,PCARE,0.9975757575757576,26.4
ENSG00000170509,HSD17B13,0.9975615212527965,536.4
ENSG00000173908,KRT28,0.9975471698113207,10.6
ENSG00000205678,TECRL,0.997542978559011,517.7
ENSG00000171360,KRT38,0.9975308641975309,16.2
ENSG00000187658,C5orf52,0.9975280898876404,35.6
ENSG00000234068,PAGE2,0.9975265017667845,28.3
ENSG00000135346,CGA,0.9975244626054828,6387.3
ENSG00000235631,RNF148,0.9975155279503106,48.3
ENSG00000109205,ODAM,0.9974968789013734,320.4
ENSG00000131400,NAPSA,0.9974951712920606,983.7
ENSG00000166670,MMP10,0.9974929915899079,249.7
ENSG00000188107,EYS,0.9974891774891774,23.1
ENSG00000148677,ANKRD1,0.9974751448861318,6125.5
ENSG00000173585,CCR9,0.9974668874172187,120.8
ENSG00000132972,RNF17,0.997444933920705,22.7
ENSG00000006659,LGALS14,0.9974392220421393,61.7
ENSG00000178997,EXD1,0.9974358974358976,11.7
ENSG00000187772,LIN28B,0.9974308943089432,61.5
ENSG00000128040,SPINK2,0.9974248875078188,4955.9
ENSG00000006059,KRT33A,0.9974178403755868,42.6
ENSG00000137976,DNASE2B,0.9974173424828447,160.3
ENSG00000139055,ERP27,0.9974151420671804,1699.9
ENSG00000112619,PRPH2,0.9974046058161037,594.9
ENSG00000198049,AVPR1B,0.997391304347826,13.8
ENSG00000176919,C8G,0.9973851454823891,522.4
ENSG00000213759,UGT2B11,0.9973824312333629,225.4
ENSG00000267206,LCN6,0.9973797722705962,1493.0
ENSG00000008438,PGLYRP1,0.9973777105395863,594.9
ENSG00000284779,ENSG00000284779,0.9973770491803279,12.2
ENSG00000131737,KRT34,0.9973684210526315,64.6
ENSG00000158639,PAGE5,0.99734375,25.6
ENSG00000170523,KRT83,0.9973223140495868,60.5
ENSG00000179636,TPPP2,0.9973067729083667,251.0
ENSG00000090512,FETUB,0.9972913816689466,219.3
ENSG00000146276,GABRR1,0.9972807017543859,22.8
ENSG00000240021,TEX35,0.9972727272727273,112.2
ENSG00000184148,SPRR4,0.997269372693727,135.5
ENSG00000147465,STAR,0.997269278122566,3979.9
ENSG00000159197,KCNE2,0.9972584419926446,299.1
ENSG00000135413,LACRT,0.997258064516129,12.4
ENSG00000111305,GSG1,0.997253261137091,406.3
ENSG00000170498,KISS1,0.9972454545454545,220.0
ENSG00000115386,REG1A,0.9972430931311507,108891.6
ENSG00000178772,CPN2,0.9972420537897311,204.5
ENSG00000187791,FAM205C,0.9972340425531915,28.2
ENSG00000168631,MUCL3,0.9972262773722628,191.8
ENSG00000224659,GAGE12J,0.9972222222222222,21.6
ENSG00000204033,LRIT2,0.9972212065813528,54.7
ENSG00000134940,ACRV1,0.9972151898734176,110.6
ENSG00000124493,GRM4,0.997212598425197,254.0
ENSG00000175121,WFDC5,0.9972074468085107,376.0
ENSG00000262874,C19orf84,0.9971844660194175,20.6
ENSG00000197901,SLC22A6,0.9971692977681001,183.7
ENSG00000198570,RD3,0.9971689497716895,43.8
ENSG00000283227,SPRR5,0.9971454219030521,111.4
ENSG00000007350,TKTL1,0.9971404541631625,118.9
ENSG00000147606,SLC26A7,0.997137330754352,310.2
ENSG00000185972,CCIN,0.997122507122507,70.2
ENSG00000198759,EGFL6,0.9971206868086512,605.7
ENSG00000204505,PRAMEF9,0.9971153846153845,31.2
ENSG00000143452,HORMAD1,0.9971117166212534,110.1
ENSG00000166947,EPB42,0.9971061093247588,93.3
ENSG00000143552,NUP210L,0.9970967741935484,24.8
ENSG00000175294,CATSPER1,0.997090909090909,16.5
ENSG00000113889,KNG1,0.997071096078497,2986.1
ENSG00000178645,C10orf53,0.9970642201834863,10.9
ENSG00000105610,KLF1,0.997061855670103,38.8
ENSG00000172717,GARIN2,0.9970535714285715,22.4
ENSG00000144035,NAT8,0.9970424597364569,683.0
ENSG00000197953,AADACL2,0.9970297029702969,10.1
ENSG00000171611,PTCRA,0.9970283806343906,119.8
ENSG00000184459,BPIFC,0.997016317016317,42.9
ENSG00000141505,ASGR1,0.996997549019608,1142.4
ENSG00000205426,KRT81,0.9969923664122138,131.0
ENSG00000126467,TSKS,0.9969775474956822,115.8
ENSG00000162267,ITIH3,0.9969714428857714,798.4
ENSG00000247595,SPTY2D1OS,0.9969689336691856,476.4
ENSG00000091137,SLC26A4,0.99696038803557,247.4
ENSG00000159398,CES5A,0.9969544740973313,63.7
ENSG00000177627,C12orf54,0.9969539078156312,49.9
ENSG00000083067,TRPM3,0.9969474004256612,657.8
ENSG00000169550,MUC15,0.996944550046163,1841.3
ENSG00000167612,ANKRD33,0.9969411764705882,17.0
ENSG00000238210,ETDA,0.9969325153374232,16.3
ENSG00000173714,WFIKKN2,0.9969201486449742,1103.3
ENSG00000120211,INSL4,0.9969127516778523,14.9
ENSG00000131126,TEX101,0.9969120287253144,111.4
ENSG00000164047,CAMP,0.9968902616279071,2752.0
ENSG00000214510,SPINK13,0.9968858800773696,310.2
ENSG00000125571,IL37,0.9968651488616461,114.2
ENSG00000105141,CASP14,0.9968613775065387,458.8
ENSG00000129152,MYOD1,0.9968604651162791,34.4
ENSG00000164406,LEAP2,0.996847409796412,496.1
ENSG00000140459,CYP11A1,0.9968389180460232,990.8
ENSG00000149021,SCGB1A1,0.9968256272029855,2893.8
ENSG00000211840,TRAJ49,0.996816390858944,380.7
ENSG00000156575,PRG3,0.9968122270742359,45.8
ENSG00000126838,PZP,0.9968062827225131,76.4
ENSG00000205143,ARID3C,0.9968,10.0
ENSG00000151360,ALLC,0.9967948717948718,15.6
ENSG00000161992,PRR35,0.9967930029154519,137.2
ENSG00000095596,CYP26A1,0.9967857142857143,16.8
ENSG00000169340,PDILT,0.9967664670658684,116.9
ENSG00000170099,SERPINA6,0.9967456599614221,725.8
ENSG00000055955,ITIH4,0.9967423981640848,1743.0
ENSG00000105549,THEG,0.9967164179104477,40.2
ENSG00000165409,TSHR,0.9967159533073929,257.0
ENSG00000206140,TMEM191C,0.9967005076142132,39.4
ENSG00000250361,GYPB,0.9967003367003366,59.4
ENSG00000221986,MYBPHL,0.9966863905325444,101.4
ENSG00000143032,BARHL2,0.9966745843230405,42.1
ENSG00000167476,JSRP1,0.9966656432299663,325.7
ENSG00000186207,LCE5A,0.9966586538461537,83.2
ENSG00000188716,DUSP29,0.9966495375128468,97.3
ENSG00000236737,GAGE12B,0.9966490566037735,132.5
ENSG00000205642,VCX3B,0.9966433566433566,14.3
ENSG00000243543,WFDC6,0.9966396953831509,210.1
ENSG00000169688,MT1B,0.9966153846153847,19.5
ENSG00000212900,KRTAP3-2,0.9966144200626958,95.7
ENSG00000104760,FGL1,0.9966116173120728,3863.2
ENSG00000204010,IFIT1B,0.9966115702479338,24.2
ENSG00000205639,MFSD2B,0.9966071428571429,11.2
ENSG00000283268,TEX54,0.9965986394557822,73.5
ENSG00000196335,STK31,0.996594323873122,59.9
ENSG00000173432,SAA1,0.9965920266801399,54032.7
ENSG00000112812,PRSS16,0.9965831494223031,770.3
ENSG00000188624,IGFL3,0.9965758754863814,25.7
ENSG00000197249,SERPINA1,0.996567430697686,31416.7
ENSG00000203786,KPRP,0.9965671172587237,318.1
ENSG00000272297,ENSG00000272297,0.9965371024734982,28.3
ENSG00000143257,NR1I3,0.9965365239294709,158.8
ENSG00000112212,TSPO2,0.9965327695560253,47.3
ENSG00000007933,FMO3,0.9965092363359359,1050.2
ENSG00000170948,MBD3L1,0.9964980544747081,25.7
ENSG00000170454,KRT75,0.9964963503649635,27.4
ENSG00000168333,PPDPFL,0.9964786832164059,741.2
ENSG00000124490,CRISP2,0.9964752228903171,482.3
ENSG00000134765,DSC1,0.9964629629629629,216.0
ENSG00000186526,CYP4F8,0.9964479526393686,202.7
ENSG00000175097,RAG2,0.9964377682403434,139.8
ENSG00000134183,GNAT2,0.9964109589041095,73.0
ENSG00000004939,SLC4A1,0.996386621016592,379.7
ENSG00000158477,CD1A,0.9963851351351352,296.0
ENSG00000203985,LDLRAD1,0.996376944190302,109.3
ENSG00000180083,WFDC11,0.996347237880496,88.7
ENSG00000096395,MLN,0.9963461538461539,239.2
ENSG00000169442,CD52,0.9963437777562811,34113.9
ENSG00000186395,KRT10,0.996343086018408,14580.6
ENSG00000283697,HSFX3,0.9963358778625954,13.1
ENSG00000163581,SLC2A2,0.9963345696380611,781.9
ENSG00000162779,AXDND1,0.9963265306122449,14.7
ENSG00000148482,SLC39A12,0.9963245749613603,647.0
ENSG00000112599,GUCA1B,0.996322849213691,432.4
ENSG00000156009,MAGEA8,0.9963199999999999,12.5
ENSG00000141096,DPEP3,0.9963138686131389,54.8
ENSG00000177414,UBE2U,0.9962666666666666,30.0
ENSG00000080166,DCT,0.996259842519685,101.6
ENSG00000162365,CYP4A22,0.9962581290645324,199.9
ENSG00000073734,ABCB11,0.9962549800796812,75.3
ENSG00000133661,SFTPD,0.9962513045293256,479.1
ENSG00000130783,CCDC62,0.9962442748091602,65.5
ENSG00000176635,HORMAD2,0.996244131455399,21.3
ENSG00000135902,CHRND,0.9962234042553192,75.2
ENSG00000009724,MASP2,0.9961978361669243,452.9
ENSG00000188869,TMC3,0.9961832061068704,78.6
ENSG00000171209,CSN3,0.9961650341347581,336.9
ENSG00000186458,DEFB132,0.996140625,256.0
ENSG00000165685,TMEM52B,0.996140018921476,105.7
